cof,ASA_m^2/g,Density,LS,B,O,C,H,Si,N,S,Ni,Zn,Cu,Co,F,P,Cl,V,Br
19542N2,1581.73,0.662891,27.65854,0.0,0.0,0.5714285714285714,0.2857142857142857,0.0,0.0857142857142857,0.0571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20191N2,2590.76,0.332648,33.01596,0.0,0.0,0.5652173913043478,0.3478260869565217,0.0,0.0434782608695652,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20202N2,2620.64,0.354451,30.65329,0.0,0.0,0.6086956521739131,0.3478260869565217,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19102N2,1706.93,0.578502,23.82296,0.0,0.0,0.631578947368421,0.2631578947368421,0.0,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16121N2,1515.8,0.766045,16.31523,0.0,0.1186440677966101,0.4610169491525424,0.2983050847457627,0.0,0.1084745762711864,0.0135593220338983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17040N2,1579.13,0.736546,12.95632,0.0,0.0,0.5945945945945946,0.3513513513513513,0.0,0.054054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21250N2,1717.58,0.655304,13.81014,0.0,0.0476190476190476,0.4761904761904761,0.3333333333333333,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15181N2,1586.88,0.520358,31.97817,0.0225988700564971,0.0903954802259887,0.5875706214689266,0.2259887005649717,0.0,0.0677966101694915,0.0,0.0,0.0,0.0056497175141242,0.0,0.0,0.0,0.0,0.0,0.0
16051N2,1718.86,0.606226,20.15685,0.0618556701030927,0.1237113402061855,0.5567010309278351,0.2268041237113402,0.0,0.0206185567010309,0.0103092783505154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18041N3,248.169,1.11611,4.77581,0.0,0.1134751773049645,0.4893617021276595,0.3687943262411347,0.0,0.0283687943262411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16070N2,2033.81,0.69272,16.96964,0.0,0.1304347826086956,0.391304347826087,0.391304347826087,0.0,0.0869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19200N2,4047.94,0.505368,9.19121,0.0,0.0,0.5625,0.375,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16061N2,8560.1,0.116104,23.03655,0.0,0.0251572327044025,0.5345911949685535,0.4150943396226415,0.0,0.0251572327044025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16250N3,7294.22,0.139903,24.43912,0.0,0.0,0.6,0.3652173913043478,0.0,0.0347826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15242N2,1583.16,0.688967,15.43792,0.0,0.0,0.5121951219512195,0.4146341463414634,0.0,0.073170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12022N2,1789.76,0.545355,26.75925,0.036697247706422,0.073394495412844,0.5871559633027523,0.2201834862385321,0.0,0.073394495412844,0.0,0.0,0.0091743119266055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16273N2,2210.93,0.52721,27.58431,0.0,0.0,0.5675675675675675,0.3243243243243243,0.0,0.054054054054054,0.054054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20290N2,1413.66,0.84156,8.45883,0.0,0.0,0.5869565217391305,0.3478260869565217,0.0,0.0652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11040N2,2289.34,0.336774,41.2682,0.0434782608695652,0.0869565217391304,0.6086956521739131,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16041N2,2427.07,0.572642,13.07656,0.0,0.0,0.5689655172413793,0.3793103448275862,0.0,0.0517241379310344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16174N2,2443.79,0.39397,27.40816,0.0,0.0253164556962025,0.5822784810126582,0.3670886075949367,0.0,0.0253164556962025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21180N2,1862.29,0.541178,26.30129,0.0,0.0,0.5,0.3333333333333333,0.0,0.1111111111111111,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14000N2,2006.64,0.68102,11.56182,0.0,0.0,0.5,0.3333333333333333,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18031N2,2154.71,0.650729,11.6937,0.0,0.0266666666666666,0.5733333333333334,0.3733333333333333,0.0,0.0266666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16001N2,1975.4,0.393051,38.28456,0.037037037037037,0.074074074074074,0.6666666666666666,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13122N2,2328.65,0.402122,27.83853,0.0,0.0,0.6,0.3923076923076923,0.0,0.0076923076923076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16060N2,3907.45,0.526648,9.86309,0.0,0.0336134453781512,0.5126050420168067,0.4201680672268907,0.0,0.0336134453781512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19541N2,2095.89,0.492255,31.58439,0.0,0.0,0.6,0.3555555555555555,0.0,0.0444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19350N2,1627.67,0.754705,11.47456,0.0,0.0,0.6176470588235294,0.3529411764705882,0.0,0.0294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15090N2,4326.81,0.351937,19.24813,0.0,0.0363636363636363,0.5454545454545454,0.3454545454545454,0.0,0.0727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17061N2,1165.32,0.933326,7.88207,0.0,0.0,0.569620253164557,0.3417721518987341,0.0,0.0886075949367088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20080N2,1584.45,0.621508,24.42986,0.0,0.109090909090909,0.5454545454545454,0.2727272727272727,0.0,0.0727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19180N2,2324.87,0.41863,30.87196,0.0,0.0476190476190476,0.5238095238095238,0.3333333333333333,0.0,0.0952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19214N2,2229.15,0.459412,24.8972,0.0,0.0,0.5185185185185185,0.3518518518518518,0.0,0.074074074074074,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0
17140N2,2144.2,0.517896,19.89057,0.0,0.0,0.5757575757575758,0.3636363636363636,0.0,0.0606060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20650N2,1625.11,0.827493,9.8117,0.0,0.0,0.5609756097560976,0.3414634146341463,0.0,0.073170731707317,0.0,0.0,0.0,0.0,0.0,0.024390243902439,0.0,0.0,0.0,0.0
16191N2,3724.98,0.563956,9.08273,0.0,0.0,0.5735294117647058,0.375,0.0,0.0514705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14010N2,1994.21,0.628561,14.5452,0.0,0.0,0.5967741935483871,0.3387096774193548,0.0,0.032258064516129,0.032258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21170N2,2530.91,0.361855,30.22016,0.0,0.0,0.5294117647058824,0.392156862745098,0.0,0.0784313725490196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19120N2,2010.02,0.520492,23.32644,0.0,0.125,0.4375,0.3125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21120N2,2282.41,0.350024,34.42603,0.0,0.0727272727272727,0.4909090909090909,0.3636363636363636,0.0,0.0727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19291N2,2172.65,0.678609,8.40723,0.0,0.0,0.5925925925925926,0.3703703703703703,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16055N2,1790.36,0.545051,21.95248,0.0545454545454545,0.109090909090909,0.5818181818181818,0.2545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21082N2,1792.84,0.50194,28.96942,0.0,0.08,0.6,0.28,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21071N2,1475.34,0.835057,14.32254,0.0,0.15625,0.5625,0.1875,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19351N2,1521.5,0.596792,24.79884,0.0,0.0,0.6206896551724138,0.3448275862068966,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20040N2,4379.19,0.357519,20.34648,0.0,0.0,0.5568181818181818,0.3636363636363636,0.0,0.0795454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21290N2,2045.48,0.462772,26.95282,0.0,0.0,0.5737704918032787,0.360655737704918,0.0,0.0327868852459016,0.0327868852459016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18130N3,1884.04,0.733931,9.07194,0.0,0.0,0.5616438356164384,0.3835616438356164,0.0,0.0547945205479452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19390N2,1746.27,0.673576,15.94271,0.0,0.0571428571428571,0.5142857142857142,0.3428571428571428,0.0,0.0857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19573N2,2065.26,0.611617,16.4295,0.0,0.0,0.5818181818181818,0.3545454545454545,0.0,0.0636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20473N2,2363.41,0.262559,55.49799,0.0,0.0408163265306122,0.5714285714285714,0.3877551020408163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19413N2,2061.24,0.426492,32.32912,0.0,0.0,0.55,0.3,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20142N2,1942.39,0.688552,10.41381,0.0,0.0303030303030303,0.5757575757575758,0.3636363636363636,0.0,0.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20391N2,2019.79,0.493969,26.02626,0.0,0.0,0.5882352941176471,0.3088235294117647,0.0,0.0588235294117647,0.0147058823529411,0.0,0.0,0.0,0.0,0.0294117647058823,0.0,0.0,0.0,0.0
17154N2,1457.36,0.615241,20.947,0.0,0.0566037735849056,0.4622641509433962,0.4433962264150943,0.0,0.0377358490566037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15185N2,1644.56,0.54517,28.61691,0.0291970802919708,0.1167883211678832,0.5547445255474452,0.2043795620437956,0.0,0.0875912408759124,0.0,0.0072992700729927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15091N2,4175.79,0.375894,17.5939,0.0,0.032258064516129,0.5161290322580645,0.3870967741935484,0.0,0.064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19110N2,2347.26,0.408741,27.3279,0.0,0.0476190476190476,0.5238095238095238,0.3333333333333333,0.0,0.0952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19412N2,1817.51,0.51285,39.33515,0.0,0.0,0.625,0.34375,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17060N2,1690.47,0.748248,11.37505,0.0,0.0,0.5779816513761468,0.3577981651376147,0.0,0.0642201834862385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17130N2,1948.95,0.438993,36.55572,0.0,0.0,0.575,0.375,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20541N2,230.107,1.44221,5.08862,0.0,0.0666666666666666,0.4666666666666667,0.3333333333333333,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0
17210N2,1686.0,0.650728,17.39366,0.0,0.037037037037037,0.5925925925925926,0.2962962962962963,0.0,0.074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20161N2,1510.49,0.642119,23.75775,0.0,0.027027027027027,0.5675675675675675,0.3783783783783784,0.0,0.027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19500N2,2219.96,0.400438,33.50006,0.0,0.0714285714285714,0.5357142857142857,0.3214285714285714,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19510N2,2570.97,0.315673,38.80846,0.0,0.04,0.52,0.36,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21081N2,1843.17,0.561653,24.39456,0.0,0.1034482758620689,0.5689655172413793,0.2586206896551724,0.0,0.0689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12010N2,1699.42,0.626105,18.71848,0.0392156862745098,0.0784313725490196,0.5490196078431373,0.2941176470588235,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19453N2,2521.98,0.330288,34.04024,0.0,0.0,0.4888888888888889,0.4444444444444444,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20630N2,2209.77,0.527893,25.99705,0.0,0.0,0.5476190476190477,0.3809523809523809,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16171N2,1847.88,0.641115,17.56245,0.0,0.0,0.5957446808510638,0.2765957446808511,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0851063829787234,0.0,0.0,0.0,0.0
15160N2,670.966,0.980348,7.45342,0.0,0.0263157894736842,0.4473684210526316,0.5,0.0,0.0263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15111N2,1316.58,0.588294,32.25806,0.0333333333333333,0.0666666666666666,0.6333333333333333,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19050N2,2176.31,0.404282,33.67402,0.0,0.0,0.5789473684210527,0.2631578947368421,0.0,0.1052631578947368,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18121N3,899.921,0.933924,6.13559,0.0,0.0,0.5698924731182796,0.3870967741935484,0.0,0.043010752688172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15210N2,1728.67,0.617226,22.30023,0.0625,0.125,0.5625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13080N2,1627.5,0.650962,20.43722,0.0,0.0,0.6666666666666666,0.238095238095238,0.0,0.0952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19010N2,1491.03,0.802361,10.97505,0.0,0.0,0.5967741935483871,0.3387096774193548,0.0,0.064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20430N3,7416.64,0.108766,47.73625,0.0,0.0,0.6130653266331658,0.3567839195979899,0.0,0.0301507537688442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16201N2,2349.13,0.596112,12.95641,0.0,0.1785714285714285,0.4285714285714285,0.2857142857142857,0.0,0.0714285714285714,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20350N2,1494.85,0.765031,13.2482,0.0,0.0,0.5822784810126582,0.3291139240506329,0.0,0.0759493670886076,0.0,0.0,0.0126582278481012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13120N2,1932.6,0.630497,13.74602,0.0,0.0,0.582089552238806,0.3582089552238806,0.0,0.0597014925373134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16032N2,2809.77,0.388373,22.30685,0.0,0.0338983050847457,0.4915254237288136,0.3898305084745763,0.0,0.0847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17160N3,6692.09,0.165781,21.8567,0.0,0.0,0.5793650793650794,0.3492063492063492,0.0,0.0634920634920634,0.0,0.0,0.0,0.0079365079365079,0.0,0.0,0.0,0.0,0.0,0.0
19061N2,2020.15,0.560777,16.249,0.0,0.0097087378640776,0.5436893203883495,0.4077669902912621,0.0,0.0388349514563106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15171N2,2393.16,0.676902,7.56527,0.0,0.0,0.5789473684210527,0.3684210526315789,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181N2,1892.18,0.588678,19.00793,0.0,0.0,0.5483870967741935,0.2903225806451613,0.0,0.064516129032258,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,0.0,0.0
20165N2,2476.89,0.39267,28.08589,0.0,0.0,0.5416666666666666,0.375,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14030N2,1923.25,0.385723,41.24391,0.0256410256410256,0.0512820512820512,0.5641025641025641,0.3076923076923077,0.0,0.0512820512820512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16054N2,1693.8,0.625073,19.95912,0.0615384615384615,0.123076923076923,0.5538461538461539,0.2153846153846154,0.0,0.0307692307692307,0.0153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14080N2,2098.94,0.400887,34.47645,0.0454545454545454,0.0909090909090909,0.5454545454545454,0.2727272727272727,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18133N3,2876.68,0.619925,8.65257,0.0,0.0,0.5638297872340425,0.3829787234042553,0.0106382978723404,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13071N2,1534.79,0.653124,21.64442,0.0,0.05,0.5,0.4,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20168N2,1503.82,0.642832,23.57253,0.0,0.0272727272727272,0.5636363636363636,0.3727272727272727,0.0,0.0363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17162N3,7152.33,0.155274,21.69652,0.0,0.0,0.5905511811023622,0.3622047244094488,0.0,0.0472440944881889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20090N2,2038.54,0.611145,15.58162,0.0,0.0,0.5789473684210527,0.3684210526315789,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16390N2,3760.79,0.39048,17.83727,0.0,0.0,0.5882352941176471,0.3333333333333333,0.0,0.0392156862745098,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19450N2,2185.59,0.373701,33.69974,0.0,0.0116279069767441,0.5,0.4302325581395348,0.0,0.0581395348837209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16010N2,1702.14,0.750297,14.33808,0.1,0.1,0.5,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18090N2,2037.51,0.452534,24.82011,0.0303030303030303,0.0606060606060606,0.6060606060606061,0.303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20116N3,8264.73,0.108902,28.52567,0.0,0.0310077519379844,0.5038759689922481,0.4341085271317829,0.0,0.0310077519379844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20564N3,4271.26,0.501099,10.39141,0.04,0.12,0.48,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
21131N2,1656.61,0.602024,21.07537,0.0,0.0661764705882353,0.4632352941176471,0.3970588235294117,0.0,0.0735294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20113N3,8800.33,0.102519,28.27167,0.0,0.0341880341880341,0.5213675213675214,0.4102564102564102,0.0,0.0341880341880341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08020N2,970.813,1.01943,8.94082,0.0,0.0,0.5714285714285714,0.2857142857142857,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19292N2,2504.74,0.580577,17.40725,0.0,0.0043859649122807,0.5833333333333334,0.3771929824561403,0.0,0.0350877192982456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07000N2,1941.56,0.44676,31.52022,0.0476190476190476,0.0952380952380952,0.5714285714285714,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19470N2,2062.72,0.511426,31.50293,0.0,0.0,0.5698924731182796,0.3655913978494624,0.0,0.064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15061N2,2430.22,0.533999,17.15189,0.0,0.0,0.5666666666666667,0.3333333333333333,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14051N3,4329.75,0.470513,13.27592,0.0,0.08,0.44,0.4,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19520N2,2418.24,0.457703,19.71899,0.0,0.064516129032258,0.4838709677419355,0.4193548387096774,0.0,0.032258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19080N2,2017.37,0.62246,17.70188,0.0,0.1052631578947368,0.4210526315789473,0.3684210526315789,0.0,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120N2,1473.02,0.827221,8.0509,0.0,0.0,0.5932203389830508,0.3728813559322034,0.0,0.0338983050847457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08012N2,1898.56,0.736984,12.73227,0.0769230769230769,0.1538461538461538,0.4615384615384615,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20169N2,1708.44,0.577773,23.45658,0.0,0.0,0.6020408163265306,0.3571428571428571,0.0,0.0408163265306122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16057N2,1659.2,0.581344,25.10039,0.0621761658031088,0.1243523316062176,0.5595854922279793,0.1968911917098445,0.0,0.0103626943005181,0.0466321243523316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20501N3,1889.33,0.796833,8.53839,0.0,0.1176470588235294,0.5294117647058824,0.2941176470588235,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20170N2,2359.28,0.532221,17.09377,0.0,0.0,0.5609756097560976,0.3414634146341463,0.0,0.048780487804878,0.048780487804878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15100N2,2094.95,0.392046,36.31333,0.0,0.08,0.56,0.28,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15010N2,2354.05,0.502473,19.54624,0.0,0.0,0.6101694915254238,0.3559322033898305,0.0,0.0338983050847457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11001N2,2314.08,0.666972,6.13588,0.0,0.0909090909090909,0.4090909090909091,0.4090909090909091,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20590N2,1675.11,0.562376,26.30732,0.0,0.0,0.5573770491803278,0.3278688524590163,0.0,0.0983606557377049,0.0163934426229508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016aN2,2193.3,0.46089,25.82068,0.0,0.036144578313253,0.4939759036144578,0.3855421686746988,0.0,0.0843373493975903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18122N3,1281.93,0.829418,8.03432,0.0,0.0,0.5752212389380531,0.3893805309734513,0.0,0.0353982300884955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16311N2,3853.71,0.489988,9.3168,0.0,0.0256410256410256,0.5512820512820513,0.3461538461538461,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15070N2,2059.45,0.430698,29.30552,0.0,0.0454545454545454,0.5454545454545454,0.3636363636363636,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17150N2,1969.71,0.493129,25.62212,0.0,0.0421686746987951,0.5,0.4156626506024096,0.0,0.0421686746987951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21060N2,1551.85,0.617355,24.45582,0.0,0.0294117647058823,0.5294117647058824,0.3529411764705882,0.0,0.088235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14050N3,5173.0,0.394807,13.26023,0.0,0.0,0.5652173913043478,0.4347826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20150N2,2028.32,0.594721,21.27537,0.0,0.0,0.5483870967741935,0.3870967741935484,0.0,0.032258064516129,0.032258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17180N2,2415.49,0.52809,13.08541,0.0,0.0227272727272727,0.5227272727272727,0.3636363636363636,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19456N2,2502.44,0.347252,31.68333,0.0,0.0,0.4945054945054945,0.4395604395604395,0.0,0.0659340659340659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17161N3,5823.03,0.331563,16.46047,0.0,0.0,0.5793650793650794,0.3492063492063492,0.0,0.0634920634920634,0.0,0.0,0.0,0.0079365079365079,0.0,0.0,0.0,0.0,0.0,0.0
12012N2,1601.16,0.667524,18.712,0.0396039603960396,0.0792079207920792,0.5544554455445545,0.2772277227722772,0.0,0.0396039603960396,0.0,0.0,0.0,0.0099009900990099,0.0,0.0,0.0,0.0,0.0,0.0
17030N2,2131.77,0.41393,31.79267,0.0,0.0454545454545454,0.5454545454545454,0.3636363636363636,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20166N2,2148.02,0.466196,26.03906,0.0,0.037037037037037,0.4814814814814814,0.3703703703703703,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17220N2,2602.47,0.483209,22.19192,0.0,0.03125,0.46875,0.4375,0.0,0.03125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
